# li_ion_capacity PV_power SOFC_power SOEC_power battery_power load SoCH2 EMS_State net_power energy_deficit energy_loss
0.520617 0.000000 300.000000 0.000000 0.000000 75.233570 0.723866 4.000000 -75.233570 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 63.861019 0.719741 4.000000 -63.861019 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 67.360261 0.715617 4.000000 -67.360261 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 67.360247 0.711492 4.000000 -67.360247 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 73.483943 0.707367 4.000000 -73.483943 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 79.607639 0.703242 4.000000 -79.607639 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 65.610620 0.699117 4.000000 -65.610620 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 66.485433 0.694992 4.000000 -66.485433 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 69.984688 0.690867 4.000000 -69.984688 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 76.108384 0.686742 4.000000 -76.108384 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 82.232080 0.682618 4.000000 -82.232080 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 65.610620 0.678493 4.000000 -65.610620 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 70.859502 0.674368 4.000000 -70.859502 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 66.485515 0.670243 4.000000 -66.485515 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 76.983198 0.666118 4.000000 -76.983198 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 82.232080 0.661993 4.000000 -82.232080 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 65.610620 0.657868 4.000000 -65.610620 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 65.610620 0.653744 4.000000 -65.610620 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 70.859502 0.649619 4.000000 -70.859502 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 72.609129 0.645494 4.000000 -72.609129 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 82.232080 0.641369 4.000000 -82.232080 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 67.360274 0.637244 4.000000 -67.360274 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 65.610620 0.633119 4.000000 -65.610620 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 71.734316 0.628994 4.000000 -71.734316 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 67.360247 0.624870 4.000000 -67.360247 0.000000 0.000000
0.520617 0.000000 300.000000 0.000000 0.000000 80.482452 0.620745 4.000000 -80.482452 0.000000 0.000000
0.520617 140.432891 0.000000 0.000000 -62.574879 77.858011 0.616620 1.000000 62.574879 0.000000 0.000000
0.525506 289.802295 0.000000 0.000000 -223.316862 66.485433 0.616620 1.000000 223.316862 0.000000 0.000000
0.542952 442.493909 0.000000 0.000000 -366.385525 76.108384 0.616620 1.000000 366.385525 0.000000 0.000000
0.571576 597.310973 0.000000 0.000000 -516.828521 80.482452 0.616620 1.000000 516.828521 0.000000 0.000000
0.611954 1062.883776 0.000000 0.000000 -905.418099 157.465677 0.616620 1.000000 905.418099 0.000000 0.000000
0.682689 1535.069699 0.000000 0.000000 -1424.843744 110.225955 0.616620 1.000000 1424.843744 0.000000 0.000000
0.794005 2011.238692 0.000000 1925.507384 0.000000 85.731307 0.616620 2.000000 1925.507384 0.000000 0.000000
0.794005 2490.018157 0.000000 2414.784586 0.000000 75.233570 0.621521 2.000000 2414.784586 0.000000 0.000000
0.794005 2796.684973 0.000000 2701.330796 0.000000 95.354177 0.627195 2.000000 2701.330796 0.000000 0.000000
0.794005 3103.903254 0.000000 3023.420842 0.000000 80.482412 0.633290 2.000000 3023.420842 0.000000 0.000000
0.794005 3411.545936 0.000000 3311.817718 0.000000 99.728218 0.639832 2.000000 3311.817718 0.000000 0.000000
0.794005 3719.508418 0.000000 3598.784726 0.000000 120.723692 0.646758 2.000000 3598.784726 0.000000 0.000000
0.794005 4112.443022 0.000000 3920.859842 0.000000 191.583180 0.654048 2.000000 3920.859842 0.000000 0.000000
0.794005 4506.187381 0.000000 4066.158416 0.000000 440.028966 0.661734 2.000000 4066.158416 0.000000 0.000000
0.794005 4900.615939 0.000000 4613.678582 0.000000 286.937357 0.669591 2.000000 4613.678582 0.000000 0.000000
0.794005 5295.622768 0.000000 4875.714435 0.000000 419.908332 0.678076 2.000000 4875.714435 0.000000 0.000000
0.794005 5127.716108 0.000000 4851.276461 0.000000 276.439647 0.686847 2.000000 4851.276461 0.000000 0.000000
0.794005 4959.712739 0.000000 4846.862384 0.000000 112.850355 0.695592 2.000000 4846.862384 0.000000 0.000000
0.794005 4791.619778 0.000000 4693.641147 0.000000 97.978631 0.704332 2.000000 4693.641147 0.000000 0.000000
0.794005 4623.444835 0.000000 4542.087569 0.000000 81.357266 0.712905 2.000000 4542.087569 0.000000 0.000000
0.794005 4666.632802 0.000000 4569.528971 0.000000 97.103831 0.721309 2.000000 4569.528971 0.000000 0.000000
0.794005 4709.858649 0.000000 4618.003619 0.000000 91.855030 0.729744 2.000000 4618.003619 0.000000 0.000000
0.794005 4753.122230 0.000000 4666.516082 0.000000 86.606148 0.738233 2.000000 4666.516082 0.000000 0.000000
0.794005 4796.423403 0.000000 4713.316510 0.000000 83.106893 0.746776 2.000000 4713.316510 0.000000 0.000000
0.794005 4289.016384 0.000000 4210.283559 0.000000 78.732825 0.755371 2.000000 4210.283559 0.000000 0.000000
0.794005 3781.470464 0.000000 3603.009408 0.000000 178.461056 0.763397 2.000000 3603.009408 0.000000 0.000000
0.794005 3274.090698 0.000000 2870.803731 0.000000 403.286967 0.770693 2.000000 2870.803731 0.000000 0.000000
0.794005 2767.275822 0.000000 2375.361365 0.000000 391.914457 0.777026 2.000000 2375.361365 0.000000 0.000000
0.794005 2204.632491 0.000000 1797.846283 0.000000 406.786208 0.782641 2.000000 1797.846283 0.000000 0.000000
0.794005 1643.974265 0.000000 1353.537653 0.000000 290.436612 0.787326 2.000000 1353.537653 0.000000 0.000000
0.794005 1087.189673 0.000000 866.737776 0.000000 220.451896 0.791199 2.000000 866.737776 0.000000 0.000000
0.794005 538.224861 0.000000 400.879831 0.000000 137.345030 0.794035 2.000000 400.879831 0.000000 0.000000
0.794005 399.023728 0.000000 255.555029 0.000000 143.468699 0.795621 2.000000 255.555029 0.000000 0.000000
0.794005 261.571499 0.000000 91.858511 0.000000 169.712987 0.796721 2.000000 91.858511 0.000000 0.000000
0.794005 126.918578 0.000000 35.063548 0.000000 91.855030 0.797170 2.000000 35.063548 0.000000 0.000000
0.794005 0.000000 300.000000 0.000000 637.735787 637.735787 0.797351 5.000000 -637.735787 0.000000 0.000000
0.744182 0.000000 300.000000 0.000000 772.456363 772.456363 0.793227 5.000000 -772.456363 0.000000 0.000000
0.683834 0.000000 300.000000 0.000000 608.867085 608.867085 0.789102 5.000000 -608.867085 0.000000 0.000000
0.636266 0.000000 300.000000 0.000000 191.583207 191.583207 0.784977 5.000000 -191.583207 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 113.725169 0.780852 4.000000 -113.725169 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 141.719098 0.776727 4.000000 -141.719098 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 137.345044 0.772602 4.000000 -137.345044 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 193.332808 0.768477 4.000000 -193.332808 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 126.847293 0.764353 4.000000 -126.847293 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 96.229031 0.760228 4.000000 -96.229031 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 97.103831 0.756103 4.000000 -97.103831 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 92.729830 0.751978 4.000000 -92.729830 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 105.851900 0.747853 4.000000 -105.851900 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 109.351101 0.743728 4.000000 -109.351101 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 96.229031 0.739603 4.000000 -96.229031 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 97.978631 0.735478 4.000000 -97.978631 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 127.722161 0.731354 4.000000 -127.722161 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 188.083980 0.727229 4.000000 -188.083980 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 196.832062 0.723104 4.000000 -196.832062 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 199.456503 0.718979 4.000000 -199.456503 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 138.219884 0.714854 4.000000 -138.219884 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 118.099237 0.710729 4.000000 -118.099237 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 199.456503 0.706604 4.000000 -199.456503 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 134.720603 0.702480 4.000000 -134.720603 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 107.601473 0.698355 4.000000 -107.601473 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 104.102259 0.694230 4.000000 -104.102259 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 76.983171 0.690105 4.000000 -76.983171 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 73.483956 0.685980 4.000000 -73.483956 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 83.981666 0.681855 4.000000 -83.981666 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 65.610620 0.677730 4.000000 -65.610620 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 69.984688 0.673606 4.000000 -69.984688 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 59.087649 0.669481 4.000000 -59.087649 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 54.422837 0.665356 4.000000 -54.422837 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 47.425613 0.661231 4.000000 -47.425613 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 59.865128 0.657106 4.000000 -59.865128 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 52.090425 0.652981 4.000000 -52.090425 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 60.642594 0.648856 4.000000 -60.642594 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 59.087649 0.644732 4.000000 -59.087649 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 55.200304 0.640607 4.000000 -55.200304 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 52.090425 0.636482 4.000000 -52.090425 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 46.648146 0.632357 4.000000 -46.648146 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 57.532716 0.628232 4.000000 -57.532716 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 66.084873 0.624107 4.000000 -66.084873 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 56.755249 0.619982 4.000000 -56.755249 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 51.312958 0.615857 4.000000 -51.312958 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 48.980546 0.611733 4.000000 -48.980546 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 62.974995 0.607608 4.000000 -62.974995 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 55.200315 0.603483 4.000000 -55.200315 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 62.197528 0.599358 4.000000 -62.197528 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 61.420049 0.595233 4.000000 -61.420049 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 51.312970 0.591108 4.000000 -51.312970 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 51.312958 0.586983 4.000000 -51.312958 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 46.648146 0.582859 4.000000 -46.648146 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 70.749685 0.578734 4.000000 -70.749685 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 119.730243 0.574609 4.000000 -119.730243 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 70.749685 0.570484 4.000000 -70.749685 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 77.746910 0.566359 4.000000 -77.746910 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 115.842886 0.562234 4.000000 -115.842886 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 117.397843 0.558109 4.000000 -117.397843 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 108.068195 0.553985 4.000000 -108.068195 0.000000 0.000000
0.621299 0.000000 300.000000 0.000000 0.000000 158.603698 0.549860 4.000000 -158.603698 0.000000 0.000000
0.621299 130.409473 300.000000 0.000000 0.000000 131.392280 0.545735 4.000000 -0.982806 0.000000 0.000000
0.621299 268.313266 0.000000 0.000000 -148.583022 119.730243 0.541610 1.000000 148.583022 0.000000 0.000000
0.632907 408.891733 0.000000 0.000000 -296.936192 111.955541 0.541610 1.000000 296.936192 0.000000 0.000000
0.656105 551.119823 0.000000 0.000000 -257.236500 293.883323 0.541610 1.000000 257.236500 0.000000 0.000000
0.676202 1048.190502 0.000000 0.000000 -828.944221 219.246281 0.541610 1.000000 828.944221 0.000000 0.000000
0.740963 1551.996896 0.000000 0.000000 -755.674700 131.392280 0.541610 1.000000 1420.604616 0.000000 664.929916
0.800000 2059.487944 0.000000 1687.080256 0.000000 372.407688 0.541610 2.000000 1687.080256 0.000000 0.000000
0.800000 2569.145882 0.000000 2309.471201 0.000000 259.674681 0.546101 2.000000 2309.471201 0.000000 0.000000
0.800000 3013.503732 0.000000 2682.301899 0.000000 331.201833 0.551616 2.000000 2682.301899 0.000000 0.000000
0.800000 3458.076964 0.000000 3240.385617 0.000000 217.691347 0.557683 2.000000 3240.385617 0.000000 0.000000
0.800000 3902.560573 0.000000 3777.388051 0.000000 125.172522 0.564515 2.000000 3777.388051 0.000000 0.000000
0.800000 4346.718762 0.000000 4240.205500 0.000000 106.513262 0.572027 2.000000 4240.205500 0.000000 0.000000
0.800000 4575.516682 0.000000 4481.442923 0.000000 94.073758 0.580088 2.000000 4481.442923 0.000000 0.000000
0.800000 4803.963522 0.000000 4730.103958 0.000000 73.859564 0.588424 2.000000 4730.103958 0.000000 0.000000
0.800000 5032.039364 0.000000 4964.399545 0.000000 67.639819 0.597037 2.000000 4964.399545 0.000000 0.000000
0.800000 5259.726103 0.000000 5212.300491 0.000000 47.425613 0.605904 2.000000 5212.300491 0.000000 0.000000
0.800000 5057.806780 0.000000 4996.386719 0.000000 61.420061 0.615034 2.000000 4996.386719 0.000000 0.000000
0.800000 4856.285143 0.000000 4767.653675 0.000000 88.631468 0.623935 2.000000 4767.653675 0.000000 0.000000
0.800000 4655.173566 0.000000 4535.443323 0.000000 119.730243 0.632589 2.000000 4535.443323 0.000000 0.000000
0.800000 4454.485415 0.000000 4274.890056 0.000000 179.595359 0.640986 2.000000 4274.890056 0.000000 0.000000
0.800000 4427.221579 0.000000 4263.175601 0.000000 164.045977 0.649087 2.000000 4263.175601 0.000000 0.000000
0.800000 4399.928389 0.000000 4312.851844 0.000000 87.076546 0.657175 2.000000 4312.851844 0.000000 0.000000
0.800000 4372.605894 0.000000 4304.188620 0.000000 68.417274 0.665319 2.000000 4304.188620 0.000000 0.000000
